index,word,frequency
105742,percent,186
105741,bouncin,186
105740,aah,186
105739,frown,186
105738,catching,186
105737,material,185
105736,superstar,185
105735,pedal,185
105734,eazy,185
105733,leads,185
105732,breakfast,185
105731,jukebox,185
105730,boulevard,185
105729,disguise,185
105728,blessing,185
105727,ayo,185
105726,wu,184
105725,stressed,184
105724,vain,184
105723,ringing,184
105722,nails,184
105721,prayers,184
105720,peel,184
105719,cigarettes,184
105718,ashamed,184
105717,knot,184
105716,papers,184
105715,tag,183
105714,ding,183
105713,backseat,183
105712,folk,183
105711,math,183
105710,racks,183
105709,eminem,183
105708,mass,182
105707,willie,182
105706,fishin,182
105705,drives,182
105704,muthafuckas,182
105703,cd,182
105702,chicago,182
105701,paris,181
105700,personal,181
105699,butterfly,181
105698,doom,181
105697,alt=trebleclef,181
105696,scale,181
105695,meal,181
105694,familiar,181
105693,colder,181
105692,sixteen,181
105691,grade,181
105690,george,181
105689,tom,181
105688,remains,181
105687,width=30><span>,181
105686,data-image-key=trebleclefpng,181
105685,champion,181
105684,rats,181
105683,data-image-name=trebleclefpng,181
105682,echo,181
105681,reaching,181
105680,class=,181
105679,src=httpvignette2wikianocookienetlyricwikiimages11etrebleclefpngrevisionlatestscale-to-width-down30cb=20090423154754,181
105678,animal,181
105677,style=padding1em><img,181
105676,comfort,181
105675,height=68,181
105674,divine,180
105673,chopper,180
105672,chilling,180
105671,rage,180
105670,reign,180
105669,sum,180
105668,servin,180
105667,anger,180
105666,cooler,180
105665,raining,180
105664,plant,180
105663,rivers,180
105662,brighter,179
105661,bees,179
105660,flashing,179
105659,trail,179
105658,blade,179
105657,tattoo,179
105656,tick,179
105655,rode,179
105654,jersey,179
105653,rocky,179
105652,suits,179
105651,cookin,179
105650,figures,179
105649,martin,179
105648,lion,179
105647,tops,179
105646,tips,178
105645,hidden,178
105644,tonk,178
105643,magazine,178
105642,softly,178
105641,jar,178
105640,glocks,178
105639,gangster,178
105638,cracks,178
105637,cage,178
105636,status,178
105635,razor,178
105634,bronx,178
105633,glasses,178
105632,pete,178
105631,wifey,178
105630,mexico,177
105629,fights,177
105628,25,177
105627,miracle,177
105626,picking,177
105625,poison,177
105624,jacket,177
105623,rear,177
105622,santana,177
105621,service,177
105620,ow,176
105619,science,176
105618,fruit,176
105617,tables,176
105616,hurtin,176
105615,quicker,176
105614,sail,175
105613,reppin,175
105612,sending,175
105611,notes,175
105610,houses,175
105609,planned,175
105608,southside,175
105607,product,175
105606,hearin,175
105605,cruel,175
105604,drowning,175
105603,hated,175
105602,alcohol,174
105601,nina,174
105600,passin,174
105599,gentlemen,174
105598,pushing,174
105597,script,174
105596,charm,174
105595,sunrise,173
105594,dropping,173
105593,stairs,173
105592,rocked,173
105591,pity,173
105590,crystal,173
105589,pum,173
105588,crip,173
105587,saint,173
105586,rid,173
105585,basement,173
105584,parts,173
105583,football,172
105582,shells,172
105581,backyard,172
105580,jewelry,172
105579,sweatin,172
105578,uh-uh,172
105577,cameras,172
105576,cheddar,172
105575,gather,172
105574,border,172
105573,dial,172
105572,alley,172
105571,ego,172
105570,floatin,171
105569,chocolate,171
105568,homes,171
105567,beep,171
105566,sneak,171
105565,wig,171
105564,route,171
105563,sale,171
105562,granted,171
105561,nickel,170
105560,stereo,170
105559,parked,170
105558,gasoline,170
105557,sample,170
105556,cocked,170
105555,exist,170
105554,goose,170
105553,slangin,170
105552,brush,170
105551,resist,170
105550,uzi,170
105549,stunt,170
105548,phat,170
105547,lifestyle,170
105546,realized,170
105545,revolution,169
105544,flowin,169
105543,dixie,169
105542,paying,169
105541,fired,169
105540,blessings,169
105539,mash,169
105538,versace,169
105537,sam,169
105536,casket,169
105535,clever,169
105534,rocket,168
105533,suckin,168
105532,fading,168
105531,2pac,168
105530,turnt,167
105529,deliver,167
105528,fought,167
105527,vacation,167
105526,general,167
105525,league,167
105524,survival,167
105523,universe,167
105522,cab,167
105521,embrace,167
105520,spanish,167
105519,nowadays,167
105518,culture,167
105517,pages,166
105516,ink,166
105515,banging,166
105514,ruff,166
105513,warn,166
105512,messin,166
105511,shelter,166
105510,blah,166
105509,blank,166
105508,unknown,166
105507,fucks,166
105506,replace,166
105505,trips,166
105504,positive,166
105503,penny,165
105502,puts,165
105501,rippin,165
105500,heading,165
105499,righteous,165
105498,breathin,165
105497,mil,165
105496,involved,165
105495,whore,165
105494,mos,165
105493,juicy,165
105492,sacrifice,164
105491,approach,164
105490,moan,164
105489,dealing,164
105488,floss,164
105487,muscle,164
105486,barrel,164
105485,mafia,163
105484,heavenly,163
105483,undercover,163
105482,beggin,163
105481,complicated,163
105480,hesitate,163
105479,skirt,163
105478,dang,163
105477,ova,163
105476,bucket,163
105475,section,163
105474,faithful,163
105473,wan,163
105472,kelly,163
105471,covers,162
105470,hows,162
105469,ripped,162
105468,heartbreak,162
105467,seas,162
105466,finest,162
105465,cuttin,162
105464,prayed,162
105463,rhymin,162
105462,upside,162
105461,comfortable,162
105460,punks,162
105459,leader,162
105458,impress,162
105457,fathers,161
105456,cane,161
105455,wars,161
105454,conscience,161
105453,believing,161
105452,har,161
105451,parties,161
105450,tiny,161
105449,evidence,161
105448,drums,161
105447,smilin,161
105446,froze,161
105445,whine,160
105444,hunger,160
105443,presence,160
105442,max,160
105441,stroke,160
105440,stickin,160
105439,guarantee,160
105438,hunt,160
105437,henny,160
105436,pourin,160
105435,phantom,159
105434,wishes,159
105433,jerk,159
105432,easily,159
105431,floating,159
105430,proceed,159
105429,career,159
105428,present,159
105427,fifteen,159
105426,worldwide,159
105425,purse,159
105424,smiled,159
105423,flipped,159
105422,jealousy,158
105421,puffin,158
105420,[intro,158
105419,flick,158
105418,dame,158
105417,society,158
105416,posted,158
105415,detroit,158
105414,hay,158
105413,female,158
105412,sour,158
105411,seasons,158
105410,toys,158
105409,spine,158
105408,sermon,157
105407,doll,157
105406,prime,157
105405,haze,157
105404,dubs,157
105403,ordinary,157
105402,pimps,157
105401,erase,157
105400,wealth,157
105399,pays,156
105398,cowboys,156
105397,sunlight,156
105396,honestly,156
105395,mommas,156
105394,winning,156
105393,mellow,156
105392,al,156
105391,bold,156
105390,sheep,156
105389,wah,156
105388,intentions,156
105387,mercedes,156
105386,pan,156
105385,weary,156
105384,fox,156
105383,visions,156
105382,kweli,156
105381,hadnt,156
105380,french,155
105379,powder,155
105378,sword,155
105377,os,155
105376,roller,155
105375,sleeve,155
105374,whatchu,155
105373,create,155
105372,fakin,155
105371,x3,155
105370,foes,154
105369,profit,154
105368,greedy,154
105367,thief,154
105366,git,154
105365,burnt,154
105364,swinging,154
105363,brew,154
105362,compare,153
105361,skill,153
105360,sinking,153
105359,cups,153
105358,separate,153
105357,gentle,153
105356,relate,153
105355,dank,153
105354,grams,153
105353,guaranteed,153
105352,wastin,153
105351,models,153
105350,muddy,153
105349,laced,153
105348,beers,153
105347,wallet,153
105346,offer,153
105345,jean,153
105344,remedy,153
105343,soda,153
105342,awesome,152
105341,tease,152
105340,danced,152
105339,frank,152
105338,trace,152
105337,stressin,152
105336,stream,152
105335,mentally,152
105334,degree,152
105333,destroy,152
105332,yayo,152
105331,title,151
105330,jamaica,151
105329,pistols,151
105328,chosen,151
105327,beware,151
105326,moneys,151
105325,heh,151
105324,accept,151
105323,program,151
105322,independent,151
105321,gotti,151
105320,eastside,151
105319,coffin,151
105318,hail,151
105317,obie,151
105316,cheatin,151
105315,petty,151
105314,fuss,150
105313,suckas,150
105312,cowards,150
105311,reverse,150
105310,pun,150
105309,upset,150
105308,flood,150
105307,central,150
105306,rza,150
105305,jobs,150
105304,chew,150
105303,salute,150
105302,toy,150
105301,bop,150
105300,swift,150
105299,geah,150
105298,creek,149
105297,zoom,149
105296,stepping,149
105295,loc,149
105294,bored,149
105293,rate,149
105292,sort,149
105291,kane,149
105290,charlie,149
105289,gutter,149
105288,hometown,149
105287,african,149
105286,fully,149
105285,rodeo,149
105284,phony,148
105283,drift,148
105282,suffer,148
105281,nerves,148
105280,rights,148
105279,soulja,148
105278,dah,148
105277,duke,148
105276,favor,148
105275,collect,148
105274,slice,148
105273,teachers,147
105272,leaf,147
105271,blanket,147
105270,eighteen,147
105269,headlights,147
105268,spitting,147
105267,grin,147
105266,scarface,147
105265,boi,147
105264,oakland,147
105263,treated,147
105262,21,147
105261,rugged,147
105260,cheeks,147
105259,[bridge],147
105258,sleeves,147
105257,fe,147
105256,scary,147
105255,jammin,147
105254,jordan,147
105253,study,146
105252,perfume,146
105251,bruk,146
105250,illest,146
105249,freakin,146
105248,bait,146
105247,patient,146
105246,homicide,146
105245,warren,146
105244,redneck,146
105243,surface,146
105242,lickin,146
105241,brotha,145
105240,hottest,145
105239,cruisin,145
105238,checking,145
105237,poetry,145
105236,scheme,145
105235,ruin,145
105234,disease,145
105233,buyin,145
105232,singer,145
105231,chickens,145
105230,towns,145
105229,baseball,145
105228,halfway,145
105227,jock,145
105226,sinner,144
105225,dancer,144
105224,shopping,144
105223,dizzy,144
105222,touchin,144
105221,supreme,144
105220,legit,144
105219,cracked,144
105218,erick,144
105217,helped,144
105216,restless,144
105215,sides,144
105214,sport,144
105213,ali,144
105212,sirens,143
105211,wen,143
105210,jeff,143
105209,hats,143
105208,ford,143
105207,outlaw,143
105206,spare,143
105205,adore,143
105204,ugh,142
105203,juke,142
105202,tame,142
105201,concerned,142
105200,jumping,142
105199,castle,142
105198,tattoos,142
105197,chi,142
105196,slaughter,142
105195,sake,142
105194,exit,142
105193,pulls,142
105192,changin,142
105191,pickup,142
105190,dedicate,142
105189,eleven,142
105188,lanes,142
105187,stackin,142
105186,pitch,142
105185,spirits,142
105184,motel,142
105183,aka,142
105182,polo,141
105181,touching,141
105180,listened,141
105179,fog,141
105178,racing,141
105177,defeat,141
105176,fits,141
105175,health,141
105174,packs,141
105173,bartender,141
105172,globe,141
105171,lawn,141
105170,stab,141
105169,echoes,140
105168,dim,140
105167,ships,140
105166,leanin,140
105165,pile,140
105164,leading,140
105163,source,140
105162,krs-one,140
105161,si,140
105160,whippin,140
105159,pad,140
105158,excited,140
105157,timbaland,140
105156,strikes,140
105155,whassup,139
105154,confess,139
105153,link,139
105152,peter,139
105151,pearl,139
105150,odd,139
105149,burst,139
105148,suitcase,139
105147,paranoid,139
105146,trains,139
105145,decided,139
105144,bike,139
105143,16,139
105142,ties,139
105141,plates,139
105140,writin,139
105139,tax,139
105138,flowing,139
105137,ganja,139
105136,shove,138
105135,chu,138
105134,protection,138
105133,explode,138
105132,lifted,138
105131,fourth,138
105130,lawyer,138
105129,baller,138
105128,wildin,138
105127,dozen,138
105126,dread,138
105125,trigga,138
105124,tools,137
105123,digits,137
105122,parade,137
105121,oo,137
105120,target,137
105119,cheated,137
105118,headin,137
105117,envy,137
105116,princess,137
105115,bush,137
105114,stain,137
105113,undone,137
105112,ringin,137
105111,brag,137
105110,eyed,137
105109,witcha,136
105108,aiyo,136
105107,throwed,136
105106,stroll,136
105105,gotcha,136
105104,pretending,136
105103,illegal,136
105102,nappy,136
105101,meth,136
105100,cow,136
105099,decision,136
105098,jams,136
105097,states,136
105096,curtains,136
105095,rare,136
105094,jazz,136
105093,rowdy,136
105092,channel,136
105091,24,136
105090,office,135
105089,killas,135
105088,2x],135
105087,threat,135
105086,blastin,135
105085,confusion,135
105084,driver,135
105083,inches,135
105082,speech,135
105081,cradle,135
105080,technique,135
105079,constantly,135
105078,negative,135
105077,revenge,134
105076,blinded,134
105075,summers,134
105074,gauge,134
105073,odds,134
105072,yelling,134
105071,treasure,134
105070,mode,134
105069,partys,134
105068,june,134
105067,finds,134
105066,balling,134
105065,redman,134
105064,copy,134
105063,beans,134
105062,lamb,134
105061,womans,134
105060,sting,134
105059,scoop,133
105058,halo,133
105057,feather,133
105056,rack,133
105055,bid,133
105054,spotlight,133
105053,shared,133
105052,pies,133
105051,travelin,133
105050,everyones,133
105049,victory,133
105048,appeal,133
105047,firm,133
105046,violent,132
105045,image,132
105044,suggest,132
105043,disco,132
105042,crackin,132
105041,cocky,132
105040,[repeat,132
105039,husband,132
105038,design,132
105037,representin,132
105036,ecstasy,132
105035,pin,132
105034,daz,132
105033,apartment,132
105032,gravy,132
105031,towel,131
105030,fires,131
105029,jokes,131
105028,wears,131
105027,shorts,131
105026,invisible,131
105025,wiggle,131
105024,reading,131
105023,agree,131
105022,gut,131
105021,claimin,131
105020,robbed,131
105019,hearted,131
105018,emotion,131
105017,rollie,130
105016,swerve,130
105015,dealt,130
105014,nate,130
105013,lower,130
105012,noticed,130
105011,volume,130
105010,grippin,130
105009,express,130
105008,cuss,130
105007,affection,130
105006,satan,130
105005,candles,130
105004,jacked,130
105003,gay,130
105002,g-unit,130
105001,stray,130
105000,dicks,130
104999,sparks,130
104998,ditch,130
104997,fry,130
104996,wantin,129
104995,marks,129
104994,sits,129
104993,indo,129
104992,clutch,129
104991,innocence,129
104990,distant,129
104989,burner,129
104988,stock,129
104987,wyclef,129
104986,satisfy,129
104985,marley,129
104984,royal,129
104983,hum,129
104982,slug,129
104981,prolly,129
104980,reminisce,129
104979,tunes,129
104978,bath,129
104977,africa,129
104976,greater,129
104975,umm,128
104974,empire,128
104973,bulletproof,128
104972,joints,128
104971,howd,128
104970,yknow,128
104969,hasnt,128
104968,$hort,128
104967,choir,128
104966,breed,128
104965,crap,128
104964,virginia,127
104963,stripes,127
104962,pumps,127
104961,healing,127
104960,sleepy,127
104959,tribe,127
104958,[lil,127
104957,te,127
104956,cope,127
104955,fucker,127
104954,az,127
104953,tits,127
104952,stank,127
104951,chalk,127
104950,hidin,127
104949,yesterdays,126
104948,fuel,126
104947,cease,126
104946,17,126
104945,gurl,126
104944,fooled,126
104943,del,126
104942,tossed,126
104941,quote,126
104940,thankful,126
104939,arrest,126
104938,understanding,126
104937,hid,125
104936,tapes,125
104935,crashing,125
104934,ton,125
104933,brakes,125
104932,created,125
104931,busting,125
104930,[big,125
104929,licks,125
104928,account,125
104927,highest,125
104926,funeral,125
104925,ben,125
104924,whyd,125
104923,verbal,125
104922,ridiculous,125
104921,noon,125
104920,horny,125
104919,buckshot,125
104918,riders,125
104917,pig,125
104916,weapons,125
104915,kit,124
104914,zip,124
104913,niggers,124
104912,generation,124
104911,clan,124
104910,contact,124
104909,caan,124
104908,tuck,124
104907,3rd,124
104906,quest,124
104905,trailer,124
104904,steve,124
104903,tales,124
104902,lab,124
104901,sore,124
104900,loneliness,123
104899,dallas,123
104898,groupie,123
104897,sendin,123
104896,cus,123
104895,verses,123
104894,carpet,123
104893,bloom,123
104892,elvis,123
104891,ham,123
104890,amount,123
104889,solve,123
104888,meets,123
104887,tonite,123
104886,dreamer,123
104885,kingdom,123
104884,cooking,123
104883,sentence,123
104882,kills,123
104881,swell,123
104880,clowns,122
104879,[x4],122
104878,darkest,122
104877,misunderstood,122
104876,passenger,122
104875,crowds,122
104874,crowded,122
104873,sniff,122
104872,bruh,122
104871,junk,122
104870,robbin,122
104869,phones,122
104868,motor,122
104867,rumors,122
104866,genius,122
104865,asshole,122
104864,merry,122
104863,grammy,122
104862,fixed,122
104861,weigh,121
104860,stripper,121
104859,fiddle,121
104858,vine,121
104857,helps,121
104856,zombie,121
104855,whispered,121
104854,tuesday,121
104853,elses,121
104852,argue,121
104851,lexus,121
104850,sailing,121
104849,ruthless,121
104848,buildin,121
104847,trial,121
104846,oooo,121
104845,headphones,121
104844,pigs,121
104843,snipe,121
104842,con,121
104841,rug,121
104840,react,121
104839,types,121
104838,xzibit,121
104837,march,121
104836,dee,121
104835,faggot,121
104834,floors,121
104833,tragedy,121
104832,digga,121
104831,wing,121
104830,nightmare,121
104829,tipsy,121
104828,jive,120
104827,chip,120
104826,goons,120
104825,willin,120
104824,dodge,120
104823,bastards,120
104822,slay,120
104821,flexin,120
104820,tale,120
104819,wound,120
104818,yu,120
104817,youths,120
104816,warned,120
104815,member,120
104814,skull,120
104813,served,120
104812,motherfker,120
104811,rasta,120
104810,balance,120
104809,vicious,119
104808,overnight,119
104807,crooks,119
104806,cannon,119
104805,bizzle,119
104804,187,119
104803,draws,119
104802,ps,119
104801,selfish,119
104800,kool,119
104799,suga,119
104798,belongs,119
104797,blacks,119
104796,fking,119
104795,unwind,119
104794,stompin,119
104793,hennessy,119
104792,prophet,119
104791,tunnel,119
104790,demand,119
104789,papi,119
104788,whack,119
104787,cocaina,118
104786,cases,118
104785,pearls,118
104784,claus,118
104783,pavement,118
104782,fried,118
104781,apologize,118
104780,glove,118
104779,trump,118
104778,ja,118
104777,obvious,118
104776,rover,118
104775,raisin,118
104774,lighters,118
104773,spliff,118
104772,stealing,118
104771,fort,118
104770,labels,118
104769,finesse,118
104768,loop,118
104767,fills,118
104766,rakim,118
104765,bridges,118
104764,carrying,118
104763,murphy,118
104762,passes,118
104761,cities,117
104760,sway,117
104759,tailgate,117
104758,william,117
104757,international,117
104756,jay-z,117
104755,4th,117
104754,nashville,117
104753,arrow,117
104752,mistaken,117
104751,freestyle,117
104750,courage,117
104749,nick,117
104748,lac,117
104747,gently,117
104746,hospital,117
104745,loco,117
104744,golf,117
104743,imagination,117
104742,points,117
104741,phase,117
104740,mars,117
104739,core,117
104738,eternity,117
104737,mobb,117
104736,mothafucka,117
104735,guru,117
104734,divide,117
104733,ancient,117
104732,messing,117
104731,shiver,116
104730,freeway,116
104729,measure,116
104728,friendly,116
104727,garage,116
104726,september,116
104725,dragon,116
104724,illusion,116
104723,lemonade,116
104722,mmmm,116
104721,99,116
104720,scott,116
104719,horn,116
104718,internet,116
104717,tower,116
104716,breaker,116
104715,downs,116
104714,copped,116
104713,flirt,116
104712,roc,115
104711,fked,115
104710,18,115
104709,rumble,115
104708,dug,115
104707,rotten,115
104706,universal,115
104705,gamble,115
104704,wobble,115
104703,steam,115
104702,era,115
104701,woop,115
104700,shiny,115
104699,milli,115
104698,lou,115
104697,screwed,115
104696,betty,115
104695,circus,115
104694,coal,115
104693,slips,115
104692,reminds,115
104691,lex,115
104690,sacred,115
104689,greed,115
104688,needing,115
104687,relationship,115
104686,inhale,115
104685,hash,115
104684,sling,115
104683,prize,114
104682,slack,114
104681,goal,114
104680,duuh,114
104679,stiff,114
104678,strawberry,114
104677,sadness,114
104676,bumper,114
104675,opposite,114
104674,wolves,114
104673,winnin,114
104672,address,114
104671,vibes,114
104670,overseas,114
104669,deals,114
104668,ross,114
104667,constant,114
104666,nines,114
104665,deaf,114
104664,driveway,114
104663,tec,114
104662,jr,114
104661,dissin,114
104660,hoods,114
104659,slums,114
104658,prada,114
104657,root,114
104656,desperate,114
104655,tho,114
104654,disaster,114
104653,believer,113
104652,drawn,113
104651,panic,113
104650,anthem,113
104649,worthy,113
104648,doubts,113
104647,digital,113
104646,murdered,113
104645,cutting,113
104644,beams,113
104643,motherfuck,113
104642,lai,113
104641,tearing,113
104640,preach,113
104639,tomorrows,113
104638,gravity,113
104637,skins,113
104636,savior,113
104635,overcome,113
104634,booze,113
104633,menace,113
104632,rule],113
104631,dealers,113
104630,puba,113
104629,ricky,113
104628,broadway,113
104627,thieves,113
104626,los,113
104625,clay,113
104624,dutch,112
104623,lloyd,112
104622,radar,112
104621,caddy,112
104620,grinding,112
104619,chamber,112
104618,stove,112
104617,december,112
104616,dan,112
104615,completely,112
104614,kardinal,112
104613,nikes,112
104612,spiritual,112
104611,rabbit,112
104610,cans,112
104609,louisiana,112
104608,bench,112
104607,weep,112
104606,connected,111
104605,fatal,111
104604,eggs,111
104603,sucked,111
104602,sauce,111
104601,driven,111
104600,moonshine,111
104599,mop,111
104598,bake,111
104597,understands,111
104596,sneakers,111
104595,swizz,111
104594,forced,111
104593,blonde,111
104592,buss,111
104591,buddies,111
104590,rang,111
104589,surround,111
104588,drill,111
104587,talib,111
104586,modern,111
104585,seal,111
104584,lone,111
104583,checked,111
104582,weezy,111
104581,er,111
104580,creeping,111
104579,acid,111
104578,ad,111
104577,guitars,111
104576,pine,110
104575,notch,110
104574,fillin,110
104573,goods,110
104572,shooter,110
104571,bliss,110
104570,patiently,110
104569,buckle,110
104568,wondered,110
104567,virgin,110
104566,china,110
104565,tonights,110
104564,speaker,110
104563,essence,110
104562,supply,110
104561,setting,110
104560,drummer,110
104559,fitted,110
104558,similar,110
104557,djs,110
104556,weakness,110
104555,iced,110
104554,stink,110
104553,destination,110
104552,subject,110
104551,critical,110
104550,havoc,110
104549,porsche,109
104548,cared,109
104547,bubba,109
104546,jackie,109
104545,karma,109
104544,stacked,109
104543,buddha,109
104542,nelly,109
104541,mustve,109
104540,correct,109
104539,bleedin,109
104538,notorious,109
104537,cruising,109
104536,planes,109
104535,conquer,109
104534,wholl,109
104533,poppa,109
104532,buzzin,109
104531,dos,109
104530,debt,109
104529,bald,109
104528,8x,109
104527,getaway,108
104526,boring,108
104525,twista,108
104524,dew,108
104523,toll,108
104522,harmony,108
104521,tighter,108
104520,perform,108
104519,dolla,108
104518,lames,108
104517,hopped,108
104516,education,108
104515,mrs,108
104514,hustling,108
104513,ruckus,108
104512,forest,108
104511,hank,108
104510,---,108
104509,western,108
104508,certified,108
104507,greet,108
104506,sprung,108
104505,bark,108
104504,cam,108
104503,musics,108
104502,abuse,107
104501,remy,107
104500,powers,107
104499,gi,107
104498,spoon,107
104497,ruler,107
104496,rice,107
104495,movement,107
104494,cancer,107
104493,tend,107
104492,nail,107
104491,hmmm,107
104490,talent,107
104489,stains,107
104488,pooh,107
104487,scar,107
104486,ultimate,107
104485,smacked,107
104484,juelz,107
104483,iz,107
104482,traveling,107
104481,climbing,107
104480,reachin,107
104479,cheating,107
104478,safety,107
104477,ti,107
104476,kinds,107
104475,oh-oh-oh,107
104474,cutie,107
104473,mink,107
104472,motherfkin,107
104471,halls,107
104470,tommy,107
104469,betcha,107
104468,avoid,107
104467,usin,107
104466,coo,107
104465,prefer,106
104464,hates,106
104463,slapped,106
104462,piano,106
104461,switchin,106
104460,trife,106
104459,funds,106
104458,stealin,106
104457,cursed,106
104456,provide,106
104455,coco,106
104454,stores,106
104453,slut,106
104452,eighty,106
104451,shattered,106
104450,popular,106
104449,dc,106
104448,critics,106
104447,skeet,106
104446,excuses,106
104445,eventually,105
104444,bluff,105
104443,saddle,105
104442,bug,105
104441,levels,105
104440,heroes,105
104439,japan,105
104438,sooner,105
104437,tequila,105
104436,weird,105
104435,doctors,105
104434,garbage,105
104433,sorta,105
104432,su,105
104431,hypnotized,105
104430,sales,105
104429,railroad,105
104428,jigga,105
104427,legal,105
104426,switched,105
104425,dove,105
104424,drew,105
104423,filthy,105
104422,concern,105
104421,allah,105
104420,aching,105
104419,definition,104
104418,issue,104
104417,waits,104
104416,collide,104
104415,ladder,104
104414,hog,104
104413,lethal,104
104412,whipped,104
104411,clack,104
104410,slidin,104
104409,interstate,104
104408,mayn,104
104407,satisfaction,104
104406,lb,104
104405,thousands,104
104404,huggin,104
104403,flock,104
104402,leaning,104
104401,goodbyes,104
104400,rolex,104
104399,poke,104
104398,ash,104
104397,girlfriends,104
104396,rooms,104
104395,connection,104
104394,english,104
104393,screens,104
104392,greener,103
104391,necklace,103
104390,stumble,103
104389,tupac,103
104388,mend,103
104387,ambition,103
104386,devotion,103
104385,officer,103
104384,kentucky,103
104383,session,103
104382,sucks,103
104381,tearin,103
104380,pregnant,103
104379,blades,103
104378,hound,103
104377,tin,103
104376,airport,103
104375,youse,103
104374,market,103
104373,plow,103
104372,blunted,103
104371,clockin,103
104370,community,103
104369,missy,103
104368,infinite,103
104367,fronting,103
104366,maybach,103
104365,scratched,103
104364,switches,103
104363,taffy,103
104362,mist,103
104361,experience,103
104360,mystikal,103
104359,snitches,103
104358,crab,103
104357,display,103
104356,demon,102
104355,borrow,102
104354,tucked,102
104353,choppas,102
104352,asses,102
104351,exotic,102
104350,powerful,102
104349,ninety,102
104348,hugs,102
104347,describe,102
104346,photo,102
104345,settin,102
104344,wounds,102
104343,cents,102
104342,twin,102
104341,shitty,102
104340,dungeon,102
104339,nod,102
104338,emcee,102
104337,reggae,102
104336,laughs,102
104335,duckin,102
104334,pony,102
104333,clit,102
104332,starving,102
104331,[ja,102
104330,tote,102
104329,peaches,102
104328,climbin,102
104327,retarded,102
104326,awful,102
104325,scenes,102
104324,sweater,101
104323,pencil,101
104322,tastes,101
104321,95,101
104320,usa,101
104319,skate,101
104318,silk,101
104317,aware,101
104316,honeys,101
104315,44,101
104314,peak,101
104313,warfare,101
104312,fantastic,101
104311,fella,101
104310,granny,101
104309,gravel,101
104308,confidence,101
104307,choices,101
104306,heated,101
104305,laffy,101
104304,arrived,101
104303,shoppin,101
104302,patron,101
104301,dipped,101
104300,[outro],101
104299,unique,101
104298,shooters,101
104297,loyal,101
104296,dave,101
104295,fingertips,101
104294,gum,101
104293,slob,100
104292,oooooh,100
104291,christian,100
104290,emotional,100
104289,crook,100
104288,heed,100
104287,colorado,100
104286,jaws,100
104285,hahaha,100
104284,cheeba,100
104283,clappin,100
104282,bra,100
104281,juvenile,100
104280,gritty,100
104279,heater,100
104278,vein,100
104277,demo,100
104276,rushing,100
104275,reputation,100
104274,smells,100
104273,cupid,100
104272,curious,100
104271,oklahoma,100
104270,torture,100
104269,rhyming,100
104268,chevrolet,100
104267,lyrically,100
104266,sidewalk,99
104265,total,99
104264,atmosphere,99
104263,jag,99
104262,bruce,99
104261,normal,99
104260,magazines,99
104259,cousins,99
104258,weave,99
104257,bae,99
104256,information,99
104255,disappeared,99
104254,juss,99
104253,spice,99
104252,barn,99
104251,nicki,99
104250,groovin,99
104249,shark,99
104248,worship,99
104247,introduce,99
104246,malcolm,99
104245,elevator,99
104244,fishing,99
104243,fighter,99
104242,deepest,99
104241,rubbin,99
104240,drain,99
104239,wander,99
104238,mate,99
104237,sixty,99
104236,todays,99
104235,turf,99
104234,dripping,99
104233,opportunity,98
104232,perfectly,98
104231,bloods,98
104230,decisions,98
104229,80s,98
104228,williams,98
104227,coach,98
104226,whered,98
104225,pale,98
104224,jingle,98
104223,shorties,98
104222,expensive,98
104221,hearse,98
104220,shallow,98
104219,charts,98
104218,coochie,98
104217,sticking,98
104216,giant,98
104215,filling,97
104214,ache,97
104213,interlude,97
104212,flee,97
104211,tickets,97
104210,en,97
104209,reload,97
104208,jake,97
104207,phife,97
104206,longest,97
104205,steak,97
104204,designed,97
104203,tinted,97
104202,amazin,97
104201,wrists,97
104200,wonders,97
104199,upper,97
104198,mon,97
104197,blazing,97
104196,leaders,97
104195,hawk,97
104194,speaks,97
104193,dresser,97
104192,sexual,97
104191,partners,97
104190,planted,97
104189,bustas,97
104188,ruck,97
104187,chopped,97
104186,buckin,97
104185,strippers,97
104184,coolin,97
104183,lords,97
104182,gypsy,97
104181,scratching,97
104180,earned,97
104179,gossip,97
104178,[chorus,96
104177,kite,96
104176,ghosts,96
104175,waving,96
104174,backwoods,96
104173,allowed,96
104172,kin,96
104171,jacks,96
104170,banger,96
104169,hitta,96
104168,slaves,96
104167,cough,96
104166,24s,96
104165,braids,96
104164,sumthin,96
104163,foxy,96
104162,counter,96
104161,serving,96
104160,rifle,96
104159,billion,96
104158,facin,96
104157,ratchet,96
104156,teddy,96
104155,bussin,96
104154,waitress,96
104153,glue,96
104152,lisa,95
104151,montana,95
104150,glance,95
104149,peaceful,95
104148,shittin,95
104147,trynna,95
104146,mentality,95
104145,strung,95
104144,93,95
104143,ludacris,95
104142,shatter,95
104141,photograph,95
104140,invincible,95
104139,receive,95
104138,slit,95
104137,latin,95
104136,forgiven,95
104135,lands,95
104134,gorilla,95
104133,ogs,95
104132,knocks,95
104131,chills,95
104130,richer,95
104129,cologne,95
104128,sung,95
104127,wee,95
104126,swimmin,95
104125,jockin,95
104124,breast,94
104123,ca,94
104122,raising,94
104121,wished,94
104120,grandpa,94
104119,learnin,94
104118,tub,94
104117,computer,94
104116,forces,94
104115,loser,94
